,YEAR,PLAYER,PLAYER HH,DIFF,REAL VALUE,SALARY,Games played,,
Jerome Williams 2004-05,2004-05,Jerome Williams,Jerome Williams,"-$4,664,846","$1,522,654","$6,187,500",79,O,NYK
Dwight Powell 2016-17,2016-17,Dwight Powell,Dwight Powell,"-$4,666,110","$3,708,890","$8,375,000",77,O,DAL
Brian Cardinal 2005-06,2005-06,Brian Cardinal,Brian Cardinal,"-$4,668,869","$724,431","$5,393,300",39,O,MEM
Shaun Livingston 2017-18,2017-18,Shaun Livingston,Shaun Livingston,"-$4,669,251","$3,023,057","$7,692,308",92,O,GSW
Eric Gordon 2018-19,2018-19,Eric Gordon,Eric Gordon,"-$4,669,957","$8,830,418","$13,500,375",79,O,HOU
Keith Bogans 2013-14,2013-14,Keith Bogans,Keith Bogans,"-$4,676,132","$382,066","$5,058,198",6,O,BOS
Josh Childress 2010-11,2010-11,Josh Childress,Josh Childress,"-$4,681,117","$1,818,883","$6,500,000",54,O,PHX
Shawn Bradley 2000-01,2000-01,Shawn Bradley,Shawn Bradley,"-$4,685,842","$3,684,158","$8,370,000",92,O,DAL
Kirk Hinrich 2008-09,2008-09,Kirk Hinrich,Kirk Hinrich,"-$4,686,576","$5,313,424","$10,000,000",58,O,CHI
Kwame Brown 2011-12,2011-12,Kwame Brown,Kwame Brown,"-$4,686,760","$2,063,240","$6,750,000",9,O,GSW
Anthony Tolliver 2016-17,2016-17,Anthony Tolliver,Anthony Tolliver,"-$4,687,583","$3,312,417","$8,000,000",65,O,SAC
Anthony Bennett 2013-14,2013-14,Anthony Bennett,Anthony Bennett,"-$4,691,894","$632,386","$5,324,280",52,O,CLE
Garrett Temple 2018-19,2018-19,Garrett Temple,Garrett Temple,"-$4,693,255","$3,306,745","$8,000,000",81,O,"LAC, MEM"
Jeff Foster 2010-11,2010-11,Jeff Foster,Jeff Foster,"-$4,698,341","$1,956,659","$6,655,000",61,O,IND
Shawn Bradley 1999-00,1999-00,Shawn Bradley,Shawn Bradley,"-$4,698,371","$2,861,629","$7,560,000",77,O,DAL
Brad Daugherty 1995-96,1995-96,Brad Daugherty,,"-$4,700,000",$0,"$4,700,000",0,O,
Emeka Okafor 2010-11,2010-11,Emeka Okafor,Emeka Okafor,"-$4,701,520","$6,793,480","$11,495,000",78,O,NOP
Kirk Hinrich 2010-11,2010-11,Kirk Hinrich,Kirk Hinrich,"-$4,701,976","$4,298,024","$9,000,000",78,O,"ATL, WAS"
Jahidi White 2003-04,2003-04,Jahidi White,Jahidi White,"-$4,703,519","$972,572","$5,676,091",62,O,"PHX, WAS"
Adam Morrison 2009-10,2009-10,Adam Morrison,Adam Morrison,"-$4,704,253","$552,976","$5,257,229",33,O,LAL
Zach Randolph 2017-18,2017-18,Zach Randolph,Zach Randolph,"-$4,705,131","$7,602,561","$12,307,692",59,O,SAC
Scot Pollard 2003-04,2003-04,Scot Pollard,Scot Pollard,"-$4,708,422","$601,141","$5,309,563",64,O,IND
Anthony Mason 2004-05,2004-05,Anthony Mason,,"-$4,710,435",$0,"$4,710,435",0,O,
Latrell Sprewell 2001-02,2001-02,Latrell Sprewell,Latrell Sprewell,"-$4,723,541","$6,526,459","$11,250,000",81,O,NYK
Latrell Sprewell 1997-98,1997-98,Latrell Sprewell,Latrell Sprewell,"-$4,727,903","$3,042,097","$7,770,000",14,O,GSW
Jared Jeffries 2007-08,2007-08,Jared Jeffries,Jared Jeffries,"-$4,729,004","$903,196","$5,632,200",73,O,NYK
Kevin Johnson 1997-98,1997-98,Kevin Johnson,Kevin Johnson,"-$4,729,281","$3,270,719","$8,000,000",54,O,PHX
Jermaine O'Neal 2005-06,2005-06,Jermaine O'Neal,Jermaine O'Neal,"-$4,730,365","$11,709,635","$16,440,000",57,O,IND
Greg Ostertag 2003-04,2003-04,Greg Ostertag,Greg Ostertag,"-$4,731,216","$3,935,450","$8,666,666",78,O,UTA
Jason Kidd 2011-12,2011-12,Jason Kidd,Jason Kidd,"-$4,732,769","$5,388,231","$10,121,000",52,O,DAL
Al Jefferson 2014-15,2014-15,Al Jefferson,Al Jefferson,"-$4,732,992","$8,767,008","$13,500,000",65,O,CHA
Rajon Rondo 2013-14,2013-14,Rajon Rondo,Rajon Rondo,"-$4,733,083","$7,266,917","$12,000,000",30,O,BOS
Zach Randolph 2014-15,2014-15,Zach Randolph,Zach Randolph,"-$4,734,815","$11,765,185","$16,500,000",82,O,MEM
Ed Davis 2016-17,2016-17,Ed Davis,Ed Davis,"-$4,738,116","$1,928,551","$6,666,667",46,O,POR
Tim Hardaway 2000-01,2000-01,Tim Hardaway,Tim Hardaway,"-$4,739,531","$7,260,469","$12,000,000",79,O,MIA
Boris Diaw 2016-17,2016-17,Boris Diaw,Boris Diaw,"-$4,743,386","$2,256,614","$7,000,000",84,O,UTA
Ron Mercer 2002-03,2002-03,Ron Mercer,Ron Mercer,"-$4,747,058","$2,002,942","$6,750,000",78,O,IND
Goran Dragic 2019-20,2019-20,Goran Dragic,Goran Dragic,"-$4,747,324","$14,470,576","$19,217,900",76,O,MIA
Kosta Koufos 2016-17,2016-17,Kosta Koufos,Kosta Koufos,"-$4,751,176","$3,295,324","$8,046,500",71,O,SAC
Matt Geiger 1999-00,1999-00,Matt Geiger,Matt Geiger,"-$4,755,917","$2,133,603","$6,889,520",73,O,PHI
Thomas Bryant 2021-22,2021-22,Thomas Bryant,Thomas Bryant,"-$4,757,825","$3,908,842","$8,666,667",27,O,WAS
Kris Dunn 2020-21,2020-21,Kris Dunn,Kris Dunn,"-$4,760,242","$6,758","$4,767,000",9,O,ATL
Derrick Favors 2016-17,2016-17,Derrick Favors,Derrick Favors,"-$4,764,939","$6,285,061","$11,050,000",61,O,UTA
Chris Mills 2002-03,2002-03,Chris Mills,Chris Mills,"-$4,767,389","$1,232,611","$6,000,000",21,O,GSW
Jerome James 2005-06,2005-06,Jerome James,Jerome James,"-$4,767,467","$232,533","$5,000,000",45,O,NYK
Darius Songaila 2010-11,2010-11,Darius Songaila,Darius Songaila,"-$4,769,014","$48,986","$4,818,000",10,O,PHI
Darius Miller 2020-21,2020-21,Darius Miller,Darius Miller,"-$4,769,421","$2,230,579","$7,000,000",18,O,OKC
Chris Wilcox 2008-09,2008-09,Chris Wilcox,Chris Wilcox,"-$4,775,031","$1,974,969","$6,750,000",62,O,"NYK, OKC"
Ray Allen 2007-08,2007-08,Ray Allen,Ray Allen,"-$4,776,230","$11,223,770","$16,000,000",99,O,BOS
Kelly Oubre Jr. 2020-21,2020-21,Kelly Oubre Jr.,Kelly Oubre,"-$4,785,182","$9,589,818","$14,375,000",55,O,GSW
Michael Olowokandi 2005-06,2005-06,Michael Olowokandi,Michael Olowokandi,"-$4,786,310","$1,114,090","$5,900,400",48,O,"BOS, MIN"
JJ Redick 2019-20,2019-20,JJ Redick,JJ Redick,"-$4,786,334","$8,699,966","$13,486,300",60,O,NOP
Ben McLemore 2018-19,2018-19,Ben McLemore,Ben McLemore,"-$4,790,564","$669,436","$5,460,000",19,O,SAC
Chuck Hayes 2013-14,2013-14,Chuck Hayes,Chuck Hayes,"-$4,792,821","$929,679","$5,722,500",66,O,"SAC, TOR"
Shawn Bradley 2006-07,2006-07,Shawn Bradley,,"-$4,800,000",$0,"$4,800,000",0,O,
Sam Bowie 1995-96,1995-96,Sam Bowie,,"-$4,800,000",$0,"$4,800,000",0,O,
Rick Fox 2004-05,2004-05,Rick Fox,,"-$4,800,000",$0,"$4,800,000",0,O,
Kosta Koufos 2015-16,2015-16,Kosta Koufos,Kosta Koufos,"-$4,802,193","$2,897,807","$7,700,000",78,O,SAC
Hakeem Olajuwon 1997-98,1997-98,Hakeem Olajuwon,Hakeem Olajuwon,"-$4,803,661","$6,352,339","$11,156,000",52,O,HOU
Howard Eisley 2004-05,2004-05,Howard Eisley,Howard Eisley,"-$4,810,567","$1,491,356","$6,301,923",74,O,UTA
Tim Thomas 2009-10,2009-10,Tim Thomas,Tim Thomas,"-$4,814,425","$2,958,630","$7,773,055",18,O,DAL
Daniel Theis 2021-22,2021-22,Daniel Theis,Daniel Theis,"-$4,823,477","$3,456,874","$8,280,351",63,O,"BOS, HOU"
Malik Rose 2005-06,2005-06,Malik Rose,Malik Rose,"-$4,828,045","$1,180,705","$6,008,750",72,O,NYK
Ben Gordon 2009-10,2009-10,Ben Gordon,Ben Gordon,"-$4,829,237","$5,170,763","$10,000,000",62,O,DET
Shandon Anderson 2003-04,2003-04,Shandon Anderson,Shandon Anderson,"-$4,836,230","$1,863,770","$6,700,000",84,O,NYK
Kevin Knox II 2021-22,2021-22,Kevin Knox II,Kevin Knox,"-$4,837,077","$1,008,901","$5,845,978",33,O,"ATL, NYK"
Luke Walton 2010-11,2010-11,Luke Walton,Luke Walton,"-$4,837,664","$422,336","$5,260,000",55,O,LAL
Kevin Garnett 2001-02,2001-02,Kevin Garnett,Kevin Garnett,"-$4,842,358","$17,557,642","$22,400,000",84,O,MIN
Tyson Chandler 2014-15,2014-15,Tyson Chandler,Tyson Chandler,"-$4,846,778","$9,750,110","$14,596,888",80,O,DAL
Juwan Howard 1996-97,1996-97,Juwan Howard,Juwan Howard,"-$4,856,502","$4,893,498","$9,750,000",85,O,WAS
Dirk Nowitzki 2011-12,2011-12,Dirk Nowitzki,Dirk Nowitzki,"-$4,868,647","$14,224,226","$19,092,873",66,O,DAL
Alan Henderson 2001-02,2001-02,Alan Henderson,Alan Henderson,"-$4,870,786","$1,629,526","$6,500,312",26,O,ATL
Evan Fournier 2019-20,2019-20,Evan Fournier,Evan Fournier,"-$4,875,728","$12,274,272","$17,150,000",71,O,ORL
Derrick McKey 2001-02,2001-02,Derrick McKey,Derrick McKey,"-$4,885,405","$1,114,595","$6,000,000",45,O,PHI
Mike Bibby 2006-07,2006-07,Mike Bibby,Mike Bibby,"-$4,888,579","$7,611,421","$12,500,000",82,O,SAC
Rasho Nesterovic 2005-06,2005-06,Rasho Nesterovic,Radoslav Nesterovic,"-$4,889,186","$1,830,814","$6,720,000",89,O,SAS
Goran Dragic 2015-16,2015-16,Goran Dragic,Goran Dragic,"-$4,892,817","$9,890,183","$14,783,000",86,O,MIA
Arvydas Sabonis 1999-00,1999-00,Arvydas Sabonis,Arvydas Sabonis,"-$4,895,569","$4,922,912","$9,818,481",82,O,POR
Scot Pollard 2005-06,2005-06,Scot Pollard,Scot Pollard,"-$4,902,236","$1,372,701","$6,274,937",49,O,IND
Dwight Powell 2021-22,2021-22,Dwight Powell,Dwight Powell,"-$4,904,760","$6,175,365","$11,080,125",100,O,DAL
Norman Powell 2021-22,2021-22,Norman Powell,Norman Powell,"-$4,917,270","$10,599,972","$15,517,242",47,O,"LAC, POR"
Tiago Splitter 2014-15,2014-15,Tiago Splitter,Tiago Splitter,"-$4,919,326","$4,330,674","$9,250,000",59,O,SAS
Kevin Martin 2015-16,2015-16,Kevin Martin,Kevin Martin,"-$4,922,884","$2,479,590","$7,402,474",60,O,"MIN, SAS"
Elden Campbell 1997-98,1997-98,Elden Campbell,Elden Campbell,"-$4,923,126","$2,076,874","$7,000,000",94,O,LAL
Anfernee Hardaway 2000-01,2000-01,Anfernee Hardaway,Anfernee Hardaway,"-$4,925,321","$5,204,679","$10,130,000",4,O,PHX
Chris Kaman 2008-09,2008-09,Chris Kaman,Chris Kaman,"-$4,930,448","$4,569,552","$9,500,000",31,O,LAC
Martell Webster 2014-15,2014-15,Martell Webster,Martell Webster,"-$4,931,326","$450,424","$5,381,750",33,O,WAS
Devin Booker 2020-21,2020-21,Devin Booker,Devin Booker,"-$4,932,350","$24,535,450","$29,467,800",89,O,PHX
Jonathan Bender 2005-06,2005-06,Jonathan Bender,Jonathan Bender,"-$4,935,859","$2,239,141","$7,175,000",2,O,IND
Alan Williams 2017-18,2017-18,Alan Williams,Alan Williams,"-$4,938,459","$1,061,541","$6,000,000",5,O,PHX
Brendan Haywood 2010-11,2010-11,Brendan Haywood,Brendan Haywood,"-$4,938,532","$1,961,468","$6,900,000",90,O,DAL
Dan Gadzuric 2008-09,2008-09,Dan Gadzuric,Dan Gadzuric,"-$4,949,344","$1,300,851","$6,250,195",67,O,MIL
Kenny Anderson 2000-01,2000-01,Kenny Anderson,Kenny Anderson,"-$4,952,083","$2,567,917","$7,520,000",33,O,BOS
Will Perdue 1999-00,1999-00,Will Perdue,Will Perdue,"-$4,959,420","$340,580","$5,300,000",67,O,CHI
Greivis Vasquez 2015-16,2015-16,Greivis Vasquez,Greivis Vasquez,"-$4,960,954","$1,639,046","$6,600,000",23,O,MIL
Alexis Ajinca 2017-18,2017-18,Alexis Ajinca,,"-$4,961,798",$0,"$4,961,798",0,O,
Terrence Ross 2016-17,2016-17,Terrence Ross,Terrence Ross,"-$4,966,512","$5,033,488","$10,000,000",78,O,"ORL, TOR"
Darko Milicic 2008-09,2008-09,Darko Milicic,Darko Milicic,"-$4,969,565","$2,050,435","$7,020,000",61,O,MEM
Kyle Anderson 2019-20,2019-20,Kyle Anderson,Kyle Anderson,"-$4,980,875","$4,092,175","$9,073,050",68,O,MEM
Derek Fisher 2007-08,2007-08,Derek Fisher,Derek Fisher,"-$4,981,076","$5,742,824","$10,723,900",103,O,LAL
Brook Lopez 2014-15,2014-15,Brook Lopez,Brook Lopez,"-$4,981,523","$10,737,477","$15,719,000",78,O,BKN
DeAndre Jordan 2011-12,2011-12,DeAndre Jordan,DeAndre Jordan,"-$4,982,549","$5,096,855","$10,079,404",77,O,LAC
Blake Griffin 2009-10,2009-10,Blake Griffin,,"-$4,983,480",$0,"$4,983,480",0,O,
Mickael Pietrus 2011-12,2011-12,Mickael Pietrus,Mickael Pietrus,"-$4,995,314","$1,527,852","$6,523,166",62,O,BOS
Keith Van Horn 2001-02,2001-02,Keith Van Horn,Keith Van Horn,"-$4,995,466","$5,869,784","$10,865,250",101,O,BKN
Brad Miller 2008-09,2008-09,Brad Miller,Brad Miller,"-$4,996,858","$6,378,142","$11,375,000",77,O,"CHI, SAC"
Devonte' Graham 2021-22,2021-22,Devonte' Graham,Devonte Graham,"-$4,997,833","$6,002,167","$11,000,000",84,O,NOP
Luol Deng 2019-20,2019-20,Luol Deng,,"-$5,000,000",$0,"$5,000,000",0,O,
Luol Deng 2020-21,2020-21,Luol Deng,,"-$5,000,000",$0,"$5,000,000",0,O,
Luol Deng 2021-22,2021-22,Luol Deng,,"-$5,000,000",$0,"$5,000,000",0,O,
Larry Sanders 2015-16,2015-16,Larry Sanders,,"-$5,000,000",$0,"$5,000,000",0,O,
Larry Sanders 2017-18,2017-18,Larry Sanders,,"-$5,000,000",$0,"$5,000,000",0,O,
Kendrick Nunn 2021-22,2021-22,Kendrick Nunn,,"-$5,000,000",$0,"$5,000,000",0,O,
Tyson Chandler 2012-13,2012-13,Tyson Chandler,Tyson Chandler,"-$5,002,933","$8,601,255","$13,604,188",78,O,NYK
Ricky Rubio 2018-19,2018-19,Ricky Rubio,Ricky Rubio,"-$5,007,588","$9,792,412","$14,800,000",73,O,UTA
Jimmy Butler 2021-22,2021-22,Jimmy Butler,Jimmy Butler,"-$5,007,632","$31,008,568","$36,016,200",74,O,MIA
Larry Nance Jr. 2019-20,2019-20,Larry Nance Jr.,Larry Nance Jr,"-$5,008,332","$7,718,941","$12,727,273",56,O,CLE
Serge Ibaka 2015-16,2015-16,Serge Ibaka,Serge Ibaka,"-$5,009,534","$7,240,466","$12,250,000",96,O,OKC
Tayshaun Prince 2013-14,2013-14,Tayshaun Prince,Tayshaun Prince,"-$5,014,611","$2,221,344","$7,235,955",83,O,MEM
Brendan Haywood 2011-12,2011-12,Brendan Haywood,Brendan Haywood,"-$5,015,689","$2,608,811","$7,624,500",58,O,DAL
Howard Eisley 2005-06,2005-06,Howard Eisley,Howard Eisley,"-$5,024,950","$902,034","$5,926,984",32,O,"DEN, LAC"
Clint Capela 2021-22,2021-22,Clint Capela,Clint Capela,"-$5,026,564","$12,576,884","$17,603,448",78,O,ATL
Zach LaVine 2018-19,2018-19,Zach LaVine,Zach LaVine,"-$5,027,783","$14,472,217","$19,500,000",63,O,CHI
Samuel Dalembert 2005-06,2005-06,Samuel Dalembert,Samuel Dalembert,"-$5,041,874","$3,428,126","$8,470,000",66,O,PHI
Jamaal Tinsley 2009-10,2009-10,Jamaal Tinsley,Jamaal Tinsley,"-$5,046,984","$1,143,316","$6,190,300",38,O,MEM
Nick Van Exel 2002-03,2002-03,Nick Van Exel,Nick Van Exel,"-$5,052,825","$6,008,409","$11,061,234",93,O,DAL
Eddie Robinson 2004-05,2004-05,Eddie Robinson,,"-$5,055,556",$0,"$5,055,556",0,O,
JaMychal Green 2021-22,2021-22,JaMychal Green,JaMychal Green,"-$5,056,140","$3,143,860","$8,200,000",72,O,DEN
Ike Austin 2001-02,2001-02,Ike Austin,Isaac Austin,"-$5,057,620","$638,095","$5,695,715",21,O,MEM
Austin Croshere 2004-05,2004-05,Austin Croshere,Austin Croshere,"-$5,068,271","$3,191,729","$8,260,000",83,O,IND
Damon Stoudamire 2001-02,2001-02,Damon Stoudamire,Damon Stoudamire,"-$5,076,674","$7,298,326","$12,375,000",78,O,POR
Nick Anderson 2001-02,2001-02,Nick Anderson,Nick Anderson,"-$5,084,538","$317,368","$5,401,906",15,O,MEM
Roy Hibbert 2012-13,2012-13,Roy Hibbert,Roy Hibbert,"-$5,086,241","$8,582,509","$13,668,750",98,O,IND
Clar. Weatherspoon 2004-05,2004-05,Clar. Weatherspoon,Clarence Weatherspoon,"-$5,089,139","$810,261","$5,899,400",41,O,HOU
Greg Buckner 2007-08,2007-08,Greg Buckner,Greg Buckner,"-$5,089,471","$740,529","$5,830,000",31,O,MIN
Dan Gadzuric 2007-08,2007-08,Dan Gadzuric,Dan Gadzuric,"-$5,094,327","$656,803","$5,751,130",51,O,MIL
Stephen Curry 2018-19,2018-19,Stephen Curry,Stephen Curry,"-$5,097,152","$32,360,002","$37,457,154",91,O,GSW
Gerald Wallace 2012-13,2012-13,Gerald Wallace,Gerald Wallace,"-$5,099,334","$4,583,101","$9,682,435",76,O,BKN
Lorenzen Wright 2005-06,2005-06,Lorenzen Wright,Lorenzen Wright,"-$5,100,202","$2,599,798","$7,700,000",82,O,MEM
E'Twaun Moore 2019-20,2019-20,E'Twaun Moore,E'Twaun Moore,"-$5,102,085","$3,562,843","$8,664,928",56,O,NOP
Jim McIlvaine 2000-01,2000-01,Jim McIlvaine,Jim McIlvaine,"-$5,110,328","$289,672","$5,400,000",18,O,BKN
Jason Kapono 2009-10,2009-10,Jason Kapono,Jason Kapono,"-$5,110,450","$1,102,510","$6,212,960",57,O,PHI
Josh Smith 2015-16,2015-16,Josh Smith,Josh Smith,"-$5,110,812","$1,720,104","$6,830,916",59,O,"HOU, LAC"
DeAndre Jordan 2012-13,2012-13,DeAndre Jordan,DeAndre Jordan,"-$5,114,021","$5,418,956","$10,532,977",88,O,LAC
Tyrone Hill 2002-03,2002-03,Tyrone Hill,Tyrone Hill,"-$5,114,503","$1,485,497","$6,600,000",66,O,"CLE, PHI"
Jeff Foster 2009-10,2009-10,Jeff Foster,Jeff Foster,"-$5,114,776","$962,724","$6,077,500",16,O,IND
Marvin Bagley III 2021-22,2021-22,Marvin Bagley III,Marvin Bagley,"-$5,118,332","$6,193,782","$11,312,114",48,O,"DET, SAC"
Reggie Miller 1996-97,1996-97,Reggie Miller,Reggie Miller,"-$5,131,171","$6,118,829","$11,250,000",81,O,IND
Vladimir Radmanovic 2009-10,2009-10,Vladimir Radmanovic,Vladimir Radmanovic,"-$5,132,164","$1,334,436","$6,466,600",41,O,"CHA, GSW"
Milos Teodosic 2018-19,2018-19,Milos Teodosic,Milos Teodosic,"-$5,135,977","$1,164,023","$6,300,000",15,O,LAC
Paul Millsap 2016-17,2016-17,Paul Millsap,Paul Millsap,"-$5,141,835","$14,930,198","$20,072,033",75,O,ATL
Vlade Divac 2002-03,2002-03,Vlade Divac,Vlade Divac,"-$5,142,253","$6,105,823","$11,248,076",92,O,SAC
George Hill 2020-21,2020-21,George Hill,George Hill,"-$5,143,343","$4,447,259","$9,590,602",42,O,"OKC, PHI"
James Worthy 1995-96,1995-96,James Worthy,,"-$5,150,000",$0,"$5,150,000",0,O,
Quentin Richardson 2005-06,2005-06,Quentin Richardson,Quentin Richardson,"-$5,150,957","$1,789,043","$6,940,000",55,O,NYK
Joe Johnson 2011-12,2011-12,Joe Johnson,Joe Johnson,"-$5,159,907","$12,878,666","$18,038,573",66,O,ATL
Mike Conley 2016-17,2016-17,Mike Conley,Mike Conley,"-$5,160,309","$21,379,791","$26,540,100",75,O,MEM
Courtney Lee 2017-18,2017-18,Courtney Lee,Courtney Lee,"-$5,164,222","$6,583,668","$11,747,890",76,O,NYK
Larry Sanders 2016-17,2016-17,Larry Sanders,Larry Sanders,"-$5,167,205","$40,517","$5,207,722",5,O,CLE
Raef LaFrentz 2003-04,2003-04,Raef LaFrentz,Raef LaFrentz,"-$5,173,719","$3,005,031","$8,178,750",17,O,BOS
Wesley Johnson 2018-19,2018-19,Wesley Johnson,Wesley Johnson,"-$5,177,738","$956,262","$6,134,000",38,O,"NOP, WAS"
Jared Sullinger 2016-17,2016-17,Jared Sullinger,Jared Sullinger,"-$5,180,586","$447,414","$5,628,000",11,O,TOR
Channing Frye 2017-18,2017-18,Channing Frye,Channing Frye,"-$5,183,419","$2,237,493","$7,420,912",53,O,"CLE, LAL"
Eddy Curry 2007-08,2007-08,Eddy Curry,Eddy Curry,"-$5,194,141","$3,753,402","$8,947,543",59,O,NYK
Vladimir Radmanovic 2010-11,2010-11,Vladimir Radmanovic,Vladimir Radmanovic,"-$5,195,591","$1,688,209","$6,883,800",74,O,GSW
Larry Nance Jr. 2021-22,2021-22,Larry Nance Jr.,Larry Nance Jr,"-$5,196,712","$5,494,197","$10,690,909",54,O,"NOP, POR"
Chauncey Billups 2011-12,2011-12,Chauncey Billups,Chauncey Billups,"-$5,197,210","$9,002,790","$14,200,000",20,O,LAC
Joe Johnson 2010-11,2010-11,Joe Johnson,Joe Johnson,"-$5,197,374","$11,127,126","$16,324,500",84,O,ATL
Tony Battie 2007-08,2007-08,Tony Battie,,"-$5,200,000",$0,"$5,200,000",0,O,
Kenny Thomas 2006-07,2006-07,Kenny Thomas,Kenny Thomas,"-$5,201,003","$1,986,497","$7,187,500",62,O,SAC
Kenneth Faried 2016-17,2016-17,Kenneth Faried,Kenneth Faried,"-$5,201,486","$6,877,166","$12,078,652",61,O,DEN
Jerome James 2007-08,2007-08,Jerome James,Jerome James,"-$5,203,753","$596,247","$5,800,000",2,O,NYK
Speedy Claxton 2009-10,2009-10,Speedy Claxton,,"-$5,209,454",$0,"$5,209,454",0,O,
Ryan Anderson 2020-21,2020-21,Ryan Anderson,,"-$5,214,583",$0,"$5,214,583",0,O,
Ryan Anderson 2021-22,2021-22,Ryan Anderson,,"-$5,214,583",$0,"$5,214,583",0,O,
Kenyon Martin 2005-06,2005-06,Kenyon Martin,Kenyon Martin,"-$5,215,047","$5,421,317","$10,636,364",58,O,DEN
Talen Horton-Tucker 2021-22,2021-22,Talen Horton-Tucker,Talen Horton-Tucker,"-$5,218,184","$4,281,816","$9,500,000",60,O,LAL
Andre Roberson 2017-18,2017-18,Andre Roberson,Andre Roberson,"-$5,218,213","$4,041,047","$9,259,260",39,O,OKC
Bobby Phills 2001-02,2001-02,Bobby Phills,,"-$5,220,000",$0,"$5,220,000",0,O,
Patty Mills 2017-18,2017-18,Patty Mills,PAtrick Mills,"-$5,220,189","$5,494,097","$10,714,286",87,O,SAS
Loy Vaught 2001-02,2001-02,Loy Vaught,,"-$5,222,025",$0,"$5,222,025",0,O,
Chuck Hayes 2014-15,2014-15,Chuck Hayes,Chuck Hayes,"-$5,222,251","$736,499","$5,958,750",29,O,TOR
Derrick Jones Jr. 2020-21,2020-21,Derrick Jones Jr.,Derrick Jones,"-$5,223,205","$4,034,795","$9,258,000",60,O,POR
Boban Marjanovic 2018-19,2018-19,Boban Marjanovic,Boban Marjanovic,"-$5,225,454","$4,265,286","$9,490,740",69,O,"LAC, PHI"
Theo Ratliff 2002-03,2002-03,Theo Ratliff,Theo Ratliff,"-$5,227,249","$4,147,751","$9,375,000",81,O,ATL
Zydrunas Ilgauskas 2004-05,2004-05,Zydrunas Ilgauskas,Zydrunas Ilgauskas,"-$5,228,235","$9,396,765","$14,625,000",78,O,CLE
Quentin Richardson 2008-09,2008-09,Quentin Richardson,Quentin Richardson,"-$5,235,278","$3,450,222","$8,685,500",72,O,NYK
Norman Powell 2018-19,2018-19,Norman Powell,Norman Powell,"-$5,237,913","$4,129,287","$9,367,200",83,O,TOR
Andrei Kirilenko 2007-08,2007-08,Andrei Kirilenko,Andrei Kirilenko,"-$5,242,910","$8,492,090","$13,735,000",84,O,UTA
Frank Ntilikina 2020-21,2020-21,Frank Ntilikina,Frank Ntilikina,"-$5,247,070","$929,508","$6,176,578",36,O,NYK
Jamaal Magloire 2005-06,2005-06,Jamaal Magloire,Jamaal Magloire,"-$5,252,172","$3,281,161","$8,533,333",87,O,MIL
Chris Bosh 2012-13,2012-13,Chris Bosh,Chris Bosh,"-$5,257,631","$12,287,369","$17,545,000",97,O,MIA
Robert Covington 2020-21,2020-21,Robert Covington,Robert Covington,"-$5,258,152","$6,880,193","$12,138,345",76,O,POR
Calvin Booth 2004-05,2004-05,Calvin Booth,Calvin Booth,"-$5,258,446","$642,254","$5,900,700",51,O,"DAL, MIL"
Jerome James 2006-07,2006-07,Jerome James,Jerome James,"-$5,259,525","$140,475","$5,400,000",41,O,NYK
Donyell Marshall 2007-08,2007-08,Donyell Marshall,Donyell Marshall,"-$5,268,654","$748,311","$6,016,965",26,O,"CLE, OKC"
Marcus Thornton 2013-14,2013-14,Marcus Thornton,Marcus Thornton,"-$5,277,765","$2,887,235","$8,165,000",82,O,"BKN, SAC"
Brad Miller 2006-07,2006-07,Brad Miller,Brad Miller,"-$5,282,897","$4,342,103","$9,625,000",63,O,SAC
O.J. Mayo 2013-14,2013-14,O.J. Mayo,OJ Mayo,"-$5,285,362","$2,714,638","$8,000,000",52,O,MIL
Alexis Ajinca 2018-19,2018-19,Alexis Ajinca,,"-$5,285,394",$0,"$5,285,394",0,O,
Earl Watson 2009-10,2009-10,Earl Watson,Earl Watson,"-$5,295,539","$4,104,461","$9,400,000",79,O,IND
Zach Randolph 2012-13,2012-13,Zach Randolph,Zach Randolph,"-$5,295,620","$11,204,380","$16,500,000",91,O,MEM
A.C. Green 1995-96,1995-96,A.C. Green,A.C. Green,"-$5,301,192","$1,171,808","$6,473,000",86,O,PHX
Speedy Claxton 2006-07,2006-07,Speedy Claxton,Speedy Claxton,"-$5,301,736","$1,552,810","$6,854,546",42,O,ATL
Jonas Valanciunas 2016-17,2016-17,Jonas Valanciunas,Jonas Valanciunas,"-$5,304,522","$9,077,501","$14,382,023",90,O,TOR
Jason Williams 2007-08,2007-08,Jason Williams,Jason Williams,"-$5,308,288","$3,629,212","$8,937,500",67,O,MIA
Jarrett Culver 2021-22,2021-22,Jarrett Culver,Jarrett Culver,"-$5,312,844","$1,082,316","$6,395,160",40,O,MEM
Derek Anderson 2004-05,2004-05,Derek Anderson,Derek Anderson,"-$5,312,968","$3,130,532","$8,443,500",47,O,POR
Taj Gibson 2019-20,2019-20,Taj Gibson,Taj Gibson,"-$5,313,971","$3,686,029","$9,000,000",62,O,NYK
Damon Stoudamire 2004-05,2004-05,Damon Stoudamire,Damon Stoudamire,"-$5,317,184","$7,182,816","$12,500,000",81,O,POR
Danny Manning 1995-96,1995-96,Danny Manning,Danny Manning,"-$5,326,858","$1,506,142","$6,833,000",37,O,PHX
Al Harrington 2012-13,2012-13,Al Harrington,Al Harrington,"-$5,329,276","$1,358,124","$6,687,400",10,O,ORL
